consumo_kwh,uso_horario_pico,quantidade_equipamentos,tipo_imovel,horas_alto_consumo,categoria,score_referencia,tipo_cenario,caso_fronteira,caso_raro,outlier_plausivel,lote_geracao
194.970000,False,4,APARTAMENTO,5,EFICIENTE,18,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
314.080000,False,18,APARTAMENTO,7,INEFICIENTE,70,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
301.380000,True,11,APARTAMENTO,10,INEFICIENTE,74,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
401.140000,True,15,CASA,9,INEFICIENTE,71,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
714.810000,False,27,INDUSTRIA,14,MODERADO,41,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
264.550000,True,5,CASA,5,EFICIENTE,27,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
256.160000,False,12,APARTAMENTO,6,MODERADO,45,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
218.360000,False,8,CASA,4,EFICIENTE,14,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
666.400000,True,20,INDUSTRIA,7,MODERADO,31,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
283.480000,False,2,APARTAMENTO,6,MODERADO,35,RARO_EXTREMO,False,True,False,energiai-v2-seed-42-size-5000
344.040000,False,13,CASA,9,MODERADO,50,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
226.320000,False,8,ESCRITORIO,4,EFICIENTE,6,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
399.570000,True,25,COMERCIO,4,MODERADO,50,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
410.360000,False,14,INDUSTRIA,5,EFICIENTE,7,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
317.610000,False,12,COMERCIO,7,EFICIENTE,25,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
619.820000,True,28,OUTRO,10,INEFICIENTE,79,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
221.560000,True,10,APARTAMENTO,2,MODERADO,32,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
406.870000,True,15,CASA,8,INEFICIENTE,69,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
349.320000,True,15,CASA,4,MODERADO,48,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
377.200000,False,20,CASA,7,MODERADO,59,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
281.650000,False,5,CASA,11,MODERADO,34,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
232.550000,False,13,CASA,2,EFICIENTE,17,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
297.720000,False,18,CASA,4,MODERADO,36,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
196.740000,False,3,APARTAMENTO,8,EFICIENTE,24,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
389.330000,True,25,COMERCIO,4,MODERADO,49,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
319.820000,True,16,ESCRITORIO,3,EFICIENTE,25,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
224.610000,False,13,APARTAMENTO,3,MODERADO,31,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
194.830000,False,5,APARTAMENTO,6,EFICIENTE,22,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
889.400000,True,32,INDUSTRIA,11,MODERADO,54,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
331.280000,True,5,CASA,9,MODERADO,45,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
168.780000,False,7,OUTRO,2,EFICIENTE,7,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
204.130000,False,15,APARTAMENTO,1,EFICIENTE,25,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
520.690000,True,27,COMERCIO,11,INEFICIENTE,93,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
455.100000,True,3,CASA,10,INEFICIENTE,66,RARO_EXTREMO,False,True,False,energiai-v2-seed-42-size-5000
260.320000,False,13,APARTAMENTO,7,MODERADO,50,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
402.780000,True,13,CASA,11,INEFICIENTE,74,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
380.730000,True,6,CASA,12,INEFICIENTE,62,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
245.560000,True,12,APARTAMENTO,3,MODERADO,42,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
673.970000,False,49,INDUSTRIA,5,MODERADO,33,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
268.510000,True,9,APARTAMENTO,8,MODERADO,57,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
230.260000,True,4,OUTRO,1,EFICIENTE,15,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
399.080000,True,21,COMERCIO,6,MODERADO,52,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
278.250000,False,10,APARTAMENTO,11,INEFICIENTE,62,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
436.820000,False,21,INDUSTRIA,5,EFICIENTE,11,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
147.710000,False,5,APARTAMENTO,1,EFICIENTE,3,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
455.330000,True,27,OUTRO,3,MODERADO,49,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
316.290000,True,6,CASA,8,MODERADO,42,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
553.770000,False,20,CASA,3,INEFICIENTE,66,RARO_EXTREMO,False,True,False,energiai-v2-seed-42-size-5000
261.160000,False,10,COMERCIO,2,EFICIENTE,6,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
495.930000,True,28,COMERCIO,9,INEFICIENTE,84,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
1231.620000,True,48,INDUSTRIA,18,INEFICIENTE,97,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
410.720000,True,34,CASA,10,INEFICIENTE,86,RARO_EXTREMO,False,True,True,energiai-v2-seed-42-size-5000
299.980000,False,12,COMERCIO,6,EFICIENTE,20,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
369.170000,True,17,APARTAMENTO,10,INEFICIENTE,100,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
283.360000,False,13,CASA,6,MODERADO,33,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
511.660000,True,29,ESCRITORIO,8,INEFICIENTE,65,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
175.180000,False,7,APARTAMENTO,4,EFICIENTE,17,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
313.910000,True,11,APARTAMENTO,10,INEFICIENTE,77,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
197.750000,False,4,APARTAMENTO,9,EFICIENTE,28,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
272.130000,False,11,APARTAMENTO,10,MODERADO,59,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
339.410000,True,17,APARTAMENTO,8,INEFICIENTE,86,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
372.200000,True,17,APARTAMENTO,11,INEFICIENTE,100,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
237.250000,True,12,APARTAMENTO,1,MODERADO,35,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
532.790000,True,30,ESCRITORIO,9,INEFICIENTE,72,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
251.550000,False,18,APARTAMENTO,3,MODERADO,43,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
353.020000,False,11,CASA,11,MODERADO,54,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
157.380000,False,4,APARTAMENTO,1,EFICIENTE,3,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
293.450000,True,8,OUTRO,3,EFICIENTE,25,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
275.780000,False,13,APARTAMENTO,7,MODERADO,53,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
1233.080000,True,42,INDUSTRIA,19,INEFICIENTE,95,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
289.860000,True,6,ESCRITORIO,5,EFICIENTE,21,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
514.160000,True,28,COMERCIO,11,INEFICIENTE,94,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
180.000000,False,4,CASA,2,EFICIENTE,1,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
313.960000,True,9,COMERCIO,2,EFICIENTE,20,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
190.550000,False,15,APARTAMENTO,1,EFICIENTE,23,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
213.960000,False,9,APARTAMENTO,5,EFICIENTE,29,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
653.560000,True,31,ESCRITORIO,15,INEFICIENTE,100,RARO_EXTREMO,False,True,False,energiai-v2-seed-42-size-5000
214.940000,False,20,APARTAMENTO,4,MODERADO,40,RARO_EXTREMO,False,True,False,energiai-v2-seed-42-size-5000
168.640000,False,5,APARTAMENTO,3,EFICIENTE,10,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
288.960000,True,10,APARTAMENTO,8,INEFICIENTE,63,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
287.350000,True,10,CASA,4,MODERADO,34,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
386.620000,False,21,COMERCIO,7,MODERADO,44,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
265.200000,True,11,CASA,2,EFICIENTE,28,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
555.590000,True,28,COMERCIO,13,INEFICIENTE,100,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
380.360000,True,12,CASA,10,INEFICIENTE,66,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
347.370000,True,14,COMERCIO,5,MODERADO,35,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
146.820000,False,4,APARTAMENTO,2,EFICIENTE,4,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
306.500000,False,15,COMERCIO,6,EFICIENTE,24,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
672.400000,False,43,INDUSTRIA,7,MODERADO,34,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
255.600000,False,16,CASA,1,EFICIENTE,21,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
255.370000,False,16,APARTAMENTO,6,MODERADO,51,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
272.670000,True,7,APARTAMENTO,10,INEFICIENTE,61,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
213.810000,False,7,CASA,2,EFICIENTE,8,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
282.790000,True,7,APARTAMENTO,11,INEFICIENTE,66,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
486.840000,True,23,COMERCIO,11,INEFICIENTE,83,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
338.850000,False,13,CASA,9,MODERADO,49,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
235.960000,False,9,CASA,4,EFICIENTE,17,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
274.600000,False,16,CASA,4,MODERADO,31,FRONTEIRA,True,False,False,energiai-v2-seed-42-size-5000
249.870000,False,14,CASA,1,EFICIENTE,18,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
645.260000,True,31,ESCRITORIO,14,INEFICIENTE,100,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
226.670000,True,3,APARTAMENTO,8,MODERADO,38,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
211.500000,False,4,CASA,5,EFICIENTE,10,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
668.200000,False,11,INDUSTRIA,18,MODERADO,35,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
822.600000,True,32,INDUSTRIA,7,MODERADO,44,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
412.590000,True,16,COMERCIO,9,MODERADO,57,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
316.340000,True,5,CASA,9,MODERADO,43,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
408.530000,True,20,CASA,6,INEFICIENTE,69,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
324.920000,True,6,CASA,11,MODERADO,51,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
217.060000,False,3,APARTAMENTO,11,MODERADO,35,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
382.070000,True,17,CASA,7,INEFICIENTE,65,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
313.150000,False,10,CASA,9,MODERADO,41,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
845.730000,True,14,INDUSTRIA,18,MODERADO,54,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
309.720000,False,18,CASA,5,MODERADO,41,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
323.650000,True,16,APARTAMENTO,8,INEFICIENTE,81,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
321.160000,True,14,CASA,4,MODERADO,43,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
431.240000,False,20,CASA,11,INEFICIENTE,81,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
300.000000,False,11,INDUSTRIA,5,EFICIENTE,2,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
266.980000,True,8,APARTAMENTO,9,MODERADO,58,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
326.990000,True,17,COMERCIO,3,MODERADO,31,FRONTEIRA,True,False,False,energiai-v2-seed-42-size-5000
266.910000,True,6,APARTAMENTO,10,MODERADO,57,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
343.150000,False,21,COMERCIO,5,MODERADO,33,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
953.150000,True,28,INDUSTRIA,15,INEFICIENTE,63,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
501.120000,True,14,ESCRITORIO,14,INEFICIENTE,69,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
341.930000,True,18,APARTAMENTO,8,INEFICIENTE,89,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
454.380000,True,26,COMERCIO,8,INEFICIENTE,71,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
663.790000,False,8,INDUSTRIA,19,MODERADO,34,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
423.080000,False,5,APARTAMENTO,3,MODERADO,50,RARO_EXTREMO,False,True,True,energiai-v2-seed-42-size-5000
456.180000,True,27,COMERCIO,8,INEFICIENTE,73,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
229.590000,True,4,APARTAMENTO,9,MODERADO,43,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
314.360000,True,10,APARTAMENTO,11,INEFICIENTE,79,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
205.250000,True,3,APARTAMENTO,5,EFICIENTE,27,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
559.570000,True,24,ESCRITORIO,14,INEFICIENTE,86,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
426.690000,True,14,CASA,12,INEFICIENTE,83,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
307.160000,False,11,CASA,8,MODERADO,39,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
513.680000,True,33,ESCRITORIO,7,INEFICIENTE,65,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
435.170000,True,13,CASA,12,INEFICIENTE,83,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
243.500000,False,13,APARTAMENTO,0,EFICIENTE,28,RARO_EXTREMO,False,True,False,energiai-v2-seed-42-size-5000
249.890000,False,13,CASA,2,EFICIENTE,19,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
281.390000,True,12,CASA,2,MODERADO,31,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
245.120000,True,4,CASA,3,EFICIENTE,19,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
548.190000,True,18,OUTRO,12,INEFICIENTE,69,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
328.500000,True,9,CASA,8,MODERADO,48,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
303.970000,False,20,OUTRO,3,EFICIENTE,26,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
284.360000,False,12,COMERCIO,4,EFICIENTE,14,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
445.460000,True,12,OUTRO,9,MODERADO,49,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
239.740000,False,7,CASA,5,EFICIENTE,18,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
445.960000,True,22,CASA,8,INEFICIENTE,85,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
233.270000,True,5,APARTAMENTO,6,MODERADO,38,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
403.090000,False,17,COMERCIO,12,MODERADO,56,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
305.860000,False,13,OUTRO,6,EFICIENTE,26,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
329.080000,False,26,OUTRO,2,EFICIENTE,30,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
370.120000,True,16,CASA,6,MODERADO,58,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
309.630000,False,12,CASA,6,MODERADO,36,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
315.090000,False,10,COMERCIO,7,EFICIENTE,23,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
297.470000,False,14,CASA,6,MODERADO,37,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
349.030000,True,15,CASA,6,MODERADO,54,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
322.610000,False,10,CASA,10,MODERADO,45,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
285.560000,True,7,OUTRO,5,EFICIENTE,27,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
324.720000,True,6,CASA,9,MODERADO,46,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
412.500000,True,35,ESCRITORIO,3,MODERADO,45,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
286.280000,False,12,CASA,5,EFICIENTE,30,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
327.580000,False,19,CASA,5,MODERADO,44,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
444.790000,True,18,CASA,10,INEFICIENTE,86,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
304.510000,False,16,CASA,5,MODERADO,37,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
277.460000,False,18,CASA,1,EFICIENTE,25,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
277.140000,True,10,CASA,2,EFICIENTE,28,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
516.660000,True,20,COMERCIO,14,INEFICIENTE,94,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
379.840000,False,28,ESCRITORIO,7,MODERADO,41,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
240.000000,False,3,COMERCIO,3,EFICIENTE,1,RARO_EXTREMO,False,True,False,energiai-v2-seed-42-size-5000
298.420000,True,14,CASA,1,MODERADO,32,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
287.620000,False,13,CASA,6,MODERADO,34,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
170.960000,False,3,APARTAMENTO,4,EFICIENTE,10,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
233.920000,False,17,APARTAMENTO,3,MODERADO,39,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
422.680000,True,28,COMERCIO,5,MODERADO,59,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
274.590000,True,5,APARTAMENTO,11,MODERADO,60,FRONTEIRA,True,False,False,energiai-v2-seed-42-size-5000
447.860000,True,15,CASA,11,INEFICIENTE,85,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
247.400000,True,10,APARTAMENTO,5,MODERADO,46,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
240.550000,False,7,OUTRO,6,EFICIENTE,17,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
361.770000,False,24,ESCRITORIO,7,MODERADO,36,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
407.890000,True,19,CASA,7,INEFICIENTE,71,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
324.280000,False,10,COMERCIO,7,EFICIENTE,24,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
277.880000,True,18,APARTAMENTO,3,MODERADO,57,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
341.270000,True,18,APARTAMENTO,7,INEFICIENTE,85,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
362.340000,False,21,CASA,6,MODERADO,55,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
272.330000,False,12,APARTAMENTO,10,INEFICIENTE,61,FRONTEIRA,True,False,False,energiai-v2-seed-42-size-5000
426.060000,True,17,CASA,9,INEFICIENTE,78,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
221.010000,True,4,CASA,1,EFICIENTE,12,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
322.390000,True,7,ESCRITORIO,10,MODERADO,35,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
229.150000,False,9,CASA,3,EFICIENTE,14,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
324.760000,True,17,CASA,2,MODERADO,42,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
79.890000,False,4,CASA,2,EFICIENTE,1,RARO_EXTREMO,False,True,True,energiai-v2-seed-42-size-5000
239.180000,False,16,APARTAMENTO,4,MODERADO,41,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
519.310000,True,22,COMERCIO,14,INEFICIENTE,97,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
288.830000,False,19,CASA,3,MODERADO,34,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
330.060000,False,17,ESCRITORIO,7,EFICIENTE,28,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
349.210000,False,14,ESCRITORIO,9,MODERADO,32,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
482.080000,True,34,ESCRITORIO,6,MODERADO,60,FRONTEIRA,True,False,False,energiai-v2-seed-42-size-5000
352.550000,True,8,COMERCIO,6,MODERADO,32,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
338.620000,False,18,CASA,6,MODERADO,48,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
242.040000,False,18,OUTRO,1,EFICIENTE,17,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
443.500000,True,21,CASA,7,INEFICIENTE,79,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
713.200000,True,31,INDUSTRIA,6,MODERADO,37,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
617.060000,False,8,INDUSTRIA,17,EFICIENTE,29,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
459.780000,False,28,COMERCIO,10,INEFICIENTE,72,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
1101.580000,True,33,INDUSTRIA,18,INEFICIENTE,80,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
374.330000,True,17,CASA,7,INEFICIENTE,63,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
308.160000,False,21,COMERCIO,3,EFICIENTE,23,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
218.260000,False,17,APARTAMENTO,2,MODERADO,33,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
231.150000,False,17,OUTRO,2,EFICIENTE,18,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
285.380000,True,13,APARTAMENTO,8,INEFICIENTE,68,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
440.580000,True,33,ESCRITORIO,5,MODERADO,52,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
329.830000,True,10,CASA,7,MODERADO,47,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
216.220000,False,6,APARTAMENTO,7,EFICIENTE,30,FRONTEIRA,True,False,False,energiai-v2-seed-42-size-5000
292.350000,True,11,CASA,3,MODERADO,33,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
304.800000,False,12,INDUSTRIA,6,EFICIENTE,4,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
381.790000,True,3,ESCRITORIO,11,MODERADO,41,RARO_EXTREMO,False,True,False,energiai-v2-seed-42-size-5000
259.170000,False,12,CASA,5,EFICIENTE,26,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
209.490000,False,7,APARTAMENTO,4,EFICIENTE,22,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
340.220000,True,15,APARTAMENTO,7,INEFICIENTE,79,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
388.800000,True,18,APARTAMENTO,10,INEFICIENTE,100,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
309.140000,False,9,COMERCIO,9,EFICIENTE,25,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
214.850000,True,5,APARTAMENTO,4,EFICIENTE,29,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
418.150000,False,12,INDUSTRIA,6,EFICIENTE,8,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
316.650000,True,18,CASA,2,MODERADO,42,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
250.690000,False,15,CASA,2,EFICIENTE,22,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
477.630000,True,25,COMERCIO,8,INEFICIENTE,74,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
79.890000,False,18,CASA,2,EFICIENTE,17,RARO_EXTREMO,False,True,True,energiai-v2-seed-42-size-5000
214.880000,False,12,CASA,1,EFICIENTE,12,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
627.230000,True,27,INDUSTRIA,5,EFICIENTE,30,FRONTEIRA,True,False,False,energiai-v2-seed-42-size-5000
464.210000,True,16,COMERCIO,13,INEFICIENTE,76,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
365.720000,False,12,ESCRITORIO,11,MODERADO,37,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
253.080000,False,17,APARTAMENTO,4,MODERADO,45,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
287.920000,True,12,APARTAMENTO,7,INEFICIENTE,63,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
310.450000,True,11,COMERCIO,3,EFICIENTE,23,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
233.440000,True,7,APARTAMENTO,6,MODERADO,41,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
188.910000,False,6,CASA,1,EFICIENTE,2,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
345.420000,True,15,APARTAMENTO,11,INEFICIENTE,96,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
479.050000,True,22,CASA,11,INEFICIENTE,100,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
340.300000,True,5,COMERCIO,12,MODERADO,40,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
154.080000,False,3,APARTAMENTO,2,EFICIENTE,3,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
221.640000,True,5,APARTAMENTO,5,MODERADO,33,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
267.510000,False,14,APARTAMENTO,8,MODERADO,57,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
140.000000,False,4,APARTAMENTO,2,EFICIENTE,3,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
349.250000,True,22,CASA,3,MODERADO,54,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
337.200000,True,15,APARTAMENTO,9,INEFICIENTE,86,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
